aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
3.5,2.36,0.02,1.85,0.004,2.81,0.46,0.03,0.73,0.0,0.0,0.024,9.49,1.71,0.007,44.67,7.52,0.03,0.26,0.08,1
0.99,28.95,0.05,2.13,0.007,7.64,0.04,0.84,0.62,0.0,0.0,0.093,10.81,1.5,0.004,57.11,0.2,0.03,0.48,0.02,0
2.48,7.47,0.05,1.77,0.001,4.02,0.62,0.05,1.37,0.94,0.94,0.151,8.35,1.19,0.0,55.8,5.56,0.07,0.17,0.03,0
0.02,23.34,0.09,0.34,0.09,0.12,0.09,0.64,0.43,0.46,0.002,0.059,16.51,0.94,0.006,1.88,0.55,0.03,0.02,0.06,0
3.73,4.69,0.04,0.17,0.008,1.87,0.69,1.49,0.75,0.66,0.66,0.099,10.1,1.67,0.007,40.92,6.53,0.02,0.07,0.09,1
0.03,1.93,0.05,0.33,0.06,0.04,0.08,0.27,0.53,0.0,0.002,0.11,14.24,1.28,0.009,1.74,2.4,0.04,0.04,0.0,0
2.51,6.6,1.0,2.89,0.11,7.43,0.5,1.04,0.63,0.0,0.007,0.179,8.24,1.47,0.001,50.09,0.51,0.04,0.08,0.09,0
0.09,10.1,0.1,0.45,0.03,0.41,0.05,0.02,1.31,0.0,0.0,0.088,9.72,1.17,0.01,5.79,7.38,0.1,0.04,0.06,0
0.05,27.89,0.02,3.25,0.004,3.35,0.77,1.99,0.22,0.25,0.008,0.085,3.29,1.88,0.008,15.08,2.35,0.09,0.09,0.03,0
2.72,26.67,0.05,0.53,0.006,1.87,0.18,1.76,1.44,0.0,0.0,0.162,4.69,1.66,0.009,22.73,3.61,0.05,0.02,0.05,1
3.09,6.31,0.05,2.91,0.006,5.66,0.01,0.98,0.33,0.49,0.007,0.062,4.91,1.18,0.004,43.27,0.06,0.03,0.36,0.03,1
4.55,29.14,0.02,3.83,0.004,5.66,0.34,1.95,1.18,0.0,0.0,0.075,0.44,1.12,0.005,21.86,4.88,0.08,0.04,0.01,1
4.04,7.61,0.01,3.62,0.003,3.54,0.45,0.91,1.26,0.74,0.74,0.16,15.37,1.08,0.004,38.53,1.56,0.01,0.16,0.08,1
0.04,12.42,0.76,2.09,0.01,7.18,0.3,0.08,0.21,0.54,0.54,0.097,17.83,1.78,0.009,34.26,3.17,0.05,0.26,0.05,0
2.25,11.64,0.01,3.73,0.009,5.67,0.64,0.4,0.27,0.0,0.0,0.062,4.46,1.26,0.009,26.12,7.76,0.06,0.03,0.09,1
2.91,13.81,0.03,0.68,0.007,5.06,0.47,1.21,1.09,0.77,0.77,0.158,1.67,1.03,0.004,1.09,0.89,0.05,0.04,0.08,1
0.07,24.05,0.03,0.44,0.07,0.03,0.09,1.88,0.45,0.38,0.009,0.128,4.08,1.67,0.002,4.24,0.86,0.01,0.09,0.07,0
2.67,7.23,0.04,3.38,0.002,3.82,0.75,1.93,0.18,0.0,0.0,0.04,6.22,1.65,0.007,42.42,5.34,0.04,0.03,0.06,1
0.02,12.69,0.05,3.75,0.006,7.44,0.65,1.78,0.01,0.75,0.75,0.153,4.86,1.99,0.004,25.23,2.86,0.01,0.23,0.07,0
4.82,20.75,0.001,2.52,0.007,2.98,0.08,1.55,0.14,0.89,0.89,0.041,2.29,1.61,0.008,1.49,3.44,0.01,0.22,0.02,1
2.72,2.22,0.001,3.32,0.001,7.85,0.06,1.69,1.37,0.0,0.0,0.161,2.65,1.9,0.009,41.23,1.8,0.04,0.09,0.01,1
0.09,18.54,0.04,0.2,0.02,0.04,0.03,0.05,1.43,0.92,0.92,0.04,4.94,2.17,0.007,1.9,0.52,0.01,0.06,0.01,0
0.3,22.22,0.04,1.09,0.09,2.87,0.36,0.29,0.51,0.86,0.86,0.048,2.61,2.01,0.005,23.64,5.45,0.07,0.04,0.07,0
3.79,19.33,0.04,3.89,0.001,3.96,0.6,1.38,0.84,0.15,0.001,0.165,13.2,1.21,0.009,19.26,4.13,0.01,0.48,0.01,1
4.7,18.64,0.001,3.09,0.002,3.9,0.27,0.93,0.94,0.0,0.0,0.011,0.42,1.77,0.004,28.9,4.51,0.0,0.12,0.07,1
0.08,24.96,0.04,3.0,0.004,3.47,0.41,1.57,1.25,0.06,0.007,0.194,11.02,1.15,0.01,55.2,5.61,0.03,0.14,0.03,0
0.42,18.06,0.04,2.22,0.008,6.92,0.61,1.95,0.48,0.0,0.0,0.095,14.52,1.39,0.002,25.83,4.2,0.09,0.08,0.03,1
3.43,15.58,0.04,2.65,0.008,1.49,0.15,1.97,0.26,0.0,0.0,0.122,3.25,1.79,0.008,36.15,3.91,0.06,0.48,0.04,1
0.0,23.45,0.01,0.97,0.04,0.26,0.03,1.53,0.33,0.8,0.8,0.164,7.84,0.25,0.006,1.27,0.46,0.05,0.01,0.06,0
2.09,10.91,0.001,1.68,0.004,5.95,0.02,1.15,0.53,0.66,0.66,0.088,7.76,1.61,0.001,24.8,5.66,0.0,0.17,0.02,1
0.1,0.0,0.07,1.25,0.05,0.09,0.04,0.0,1.31,0.0,0.0,0.065,16.1,0.0,0.003,0.55,2.89,0.05,0.08,0.09,1
2.89,22.57,0.02,2.95,0.005,1.39,0.68,0.77,0.49,0.0,0.0,0.075,18.75,1.44,0.004,14.49,7.3,0.08,0.04,0.04,1
0.08,11.68,0.0,0.17,0.04,0.01,0.05,0.14,1.01,0.0,0.0,0.015,9.99,0.46,0.008,5.61,3.97,0.01,0.02,0.0,1
0.07,21.84,0.03,3.45,0.008,6.1,0.23,0.76,1.16,0.79,0.79,0.049,16.88,1.4,0.006,59.03,4.29,0.07,0.08,0.0,0
0.09,13.57,0.09,0.07,0.06,0.15,0.04,0.67,0.73,0.0,0.92,0.057,7.37,0.03,0.009,0.42,2.75,0.09,0.09,0.0,0
2.26,27.01,0.01,3.84,0.006,5.22,0.79,1.97,1.48,0.0,0.0,0.031,9.52,1.43,0.001,16.06,1.11,0.09,0.14,0.08,1
2.61,6.12,0.88,0.72,0.04,1.43,0.74,0.03,0.15,0.09,0.0,0.165,16.62,1.95,0.003,25.88,3.86,0.01,0.43,0.0,0
0.1,13.62,0.06,0.5,0.04,0.18,0.07,0.44,0.08,0.63,0.63,0.044,16.67,0.81,0.008,5.03,0.33,0.02,0.09,0.09,0
3.71,6.52,0.02,0.42,0.004,0.38,0.47,1.58,0.43,0.0,0.0,0.187,8.88,1.77,0.001,32.92,4.49,0.06,0.46,0.07,1
1.32,0.71,0.02,0.96,0.006,3.98,0.38,1.5,0.92,0.0,0.0,0.184,10.27,1.21,0.007,26.53,4.07,0.04,0.11,0.08,1
0.09,0.01,0.06,0.37,0.08,0.17,0.06,1.74,0.97,0.24,0.004,0.199,14.34,1.7,0.006,0.08,0.29,0.07,0.02,0.08,0
0.12,14.13,0.04,3.88,0.007,0.71,0.48,0.18,0.74,0.19,0.005,0.112,17.75,1.62,0.008,33.01,4.51,0.06,0.05,0.02,1
1.36,17.54,0.05,2.42,0.005,2.2,0.3,0.27,0.61,0.65,0.65,0.137,7.77,1.94,0.0,12.93,0.41,0.02,0.2,0.06,1
0.06,16.43,0.01,0.97,0.007,0.11,0.68,1.46,0.93,0.83,0.83,0.166,8.14,1.77,0.007,13.79,0.06,0.08,0.18,0.02,0
0.09,9.71,0.09,0.98,0.07,0.56,0.0,0.01,0.96,0.0,0.008,0.049,1.61,0.84,0.001,0.52,0.17,0.01,0.07,0.05,1
0.03,1.63,0.01,0.66,0.03,0.03,0.04,0.03,0.05,0.0,0.009,0.169,17.89,0.44,0.01,0.09,1.12,0.09,0.02,0.03,0
0.03,10.98,0.05,2.17,0.08,0.63,0.09,1.5,0.23,0.0,0.007,0.166,16.93,0.6,0.003,3.21,2.45,0.07,0.03,0.07,0
0.53,5.44,0.001,2.71,0.008,4.47,0.43,1.11,0.07,0.0,0.0,0.155,12.01,1.19,0.002,34.44,0.02,0.07,0.05,0.01,1
3.01,13.84,0.01,3.99,0.003,3.41,0.46,0.73,1.43,0.84,0.84,0.081,11.15,1.67,0.004,32.08,4.26,0.08,0.26,0.07,1
0.31,26.81,0.01,0.28,0.005,5.37,0.8,1.62,0.96,0.45,0.0,0.138,5.66,1.93,0.0,22.32,0.2,0.01,0.01,0.06,0
3.93,4.89,0.01,2.26,0.004,3.53,0.4,1.49,1.05,0.0,0.0,0.196,6.73,1.31,0.003,22.88,6.43,0.01,0.31,0.08,1
0.08,15.87,0.03,0.11,0.1,0.03,0.01,1.69,0.98,0.28,0.004,0.181,6.07,1.86,0.008,9.23,1.57,0.07,0.05,0.01,0
0.06,0.35,0.05,0.15,0.05,0.02,0.06,0.03,0.33,0.0,0.0,0.113,9.18,1.62,0.01,2.93,1.84,0.02,0.07,0.0,0
0.34,20.63,0.01,0.76,0.006,4.93,0.42,0.61,1.26,0.42,0.005,0.162,0.49,1.45,0.008,50.59,3.04,0.05,0.37,0.05,0
0.09,4.16,0.06,0.33,0.04,0.03,0.02,1.32,0.76,0.0,0.004,0.128,14.79,0.26,0.002,3.06,0.89,0.05,0.04,0.02,0
4.35,1.93,0.2,3.35,0.04,4.21,0.28,1.66,0.79,0.0,0.0,0.059,5.22,1.28,0.006,10.98,4.05,0.06,0.24,0.05,0
0.0,7.23,0.03,1.46,0.007,3.61,0.26,1.86,0.42,0.15,0.003,0.115,5.58,1.97,0.005,17.72,6.36,0.06,0.27,0.06,1
0.02,0.12,0.05,0.79,0.01,0.04,0.06,1.8,0.72,0.57,0.57,0.088,9.41,1.39,0.009,2.29,1.18,0.03,0.01,0.02,0
0.27,9.74,0.01,3.58,0.001,6.71,0.16,1.53,1.17,0.0,0.0,0.091,14.04,1.0,0.009,55.11,0.54,0.03,0.39,0.04,0
0.06,6.66,0.1,0.28,0.01,0.08,0.08,0.01,1.33,0.0,0.0,0.116,12.89,1.6,0.009,1.41,0.46,0.03,0.08,0.03,0
4.95,2.83,0.01,0.2,0.001,4.07,0.56,0.75,1.26,0.87,0.87,0.097,0.43,1.29,0.006,26.15,1.01,0.07,0.16,0.08,1
0.72,9.47,0.01,3.49,0.001,3.23,0.07,0.86,1.29,0.39,0.005,0.016,11.34,1.39,0.008,30.21,6.62,0.01,0.43,0.04,1
3.57,1.97,1.01,2.91,0.02,2.02,0.32,0.94,0.26,0.0,0.0,0.023,11.2,1.52,0.003,51.01,4.23,0.06,0.03,0.04,0
1.82,0.8,0.04,1.77,0.001,3.23,0.56,1.78,1.27,0.15,0.002,0.163,18.18,1.12,0.006,37.41,3.61,0.1,0.25,0.04,1
0.97,13.12,0.09,3.12,0.1,2.47,0.82,1.74,0.52,0.0,0.003,0.001,4.0,1.42,0.009,35.2,6.85,0.01,0.15,0.07,0
0.07,20.99,0.04,1.74,0.07,0.1,0.1,0.06,1.43,0.0,0.51,0.094,5.74,0.94,0.005,6.41,2.43,0.05,0.04,0.03,0
0.07,8.92,0.02,0.54,0.06,0.0,0.08,1.49,1.45,0.42,0.009,0.159,2.7,1.24,0.001,0.83,1.52,0.04,0.05,0.0,0
0.04,16.16,0.42,2.32,0.04,4.73,0.72,0.08,0.35,0.89,0.89,0.001,3.34,2.21,0.007,11.27,7.23,0.09,0.13,0.08,0
3.41,22.45,0.32,4.5,0.05,3.75,0.17,0.79,0.34,0.0,0.001,0.08,1.52,1.31,0.009,53.77,4.78,0.03,0.1,0.01,1
3.26,22.23,0.04,2.19,0.006,0.26,0.77,1.26,0.04,0.0,0.0,0.046,11.37,1.44,0.007,16.91,2.06,0.1,0.07,0.07,1
0.04,9.47,0.001,1.31,0.006,4.58,0.43,0.55,0.96,0.11,0.001,0.131,18.8,1.79,0.007,11.1,5.62,0.08,0.08,0.06,0
1.09,2.07,0.02,3.01,0.002,3.03,0.25,0.39,0.76,0.15,0.004,0.082,14.87,1.58,0.01,41.01,2.82,0.02,0.45,0.01,1
0.11,22.35,0.04,1.33,0.004,4.06,0.42,0.38,1.11,0.93,0.93,0.097,9.22,1.93,0.002,52.16,4.4,0.02,0.45,0.05,0
1.2,0.69,0.001,2.03,0.006,3.29,0.5,1.3,1.06,0.55,0.55,0.1,3.34,1.58,0.007,26.68,6.06,0.02,0.48,0.04,1
0.06,22.29,0.05,1.87,0.001,2.52,0.46,0.24,0.66,0.09,0.008,0.17,16.17,1.51,0.006,14.55,0.68,0.02,0.09,0.02,1
3.02,8.17,0.001,3.76,0.004,3.4,0.29,1.28,0.32,0.53,0.53,0.175,0.8,1.09,0.007,8.33,6.53,0.01,0.32,0.02,1
0.08,11.44,0.09,0.24,0.01,0.2,0.0,1.09,0.97,0.49,0.003,0.051,4.28,1.42,0.006,13.32,0.64,0.04,0.02,0.08,0
3.81,8.13,0.02,3.51,0.003,2.4,0.05,0.06,0.74,0.05,0.003,0.075,4.26,1.25,0.003,47.47,7.35,0.05,0.36,0.0,1
0.05,19.74,0.03,0.3,0.01,0.05,0.01,0.04,1.35,0.0,0.85,0.1,12.71,0.79,0.005,0.16,1.65,0.01,0.02,0.09,0
0.12,17.45,0.41,0.97,0.03,1.37,0.38,0.41,0.72,0.25,0.007,0.02,0.83,1.42,0.01,44.59,2.97,0.06,0.1,0.02,1
0.07,27.55,0.71,3.12,0.05,4.78,0.41,0.78,0.33,0.5,0.5,0.18,17.47,2.09,0.002,55.99,3.48,0.0,0.42,0.02,0
0.09,10.67,0.02,0.55,0.001,3.74,0.12,1.77,0.43,0.8,0.8,0.114,12.69,1.18,0.008,34.64,0.9,0.02,0.16,0.06,0
2.54,0.09,0.03,3.22,0.005,1.18,0.26,1.8,0.72,0.0,0.0,0.088,9.41,1.39,0.009,39.38,7.7,0.03,0.34,0.02,1
0.05,1.97,0.03,0.06,0.08,0.04,0.09,1.53,1.3,0.93,0.93,0.075,12.42,0.08,0.008,0.26,2.44,0.05,0.04,0.05,0
0.07,22.8,0.09,0.54,0.08,0.04,0.08,1.33,1.37,0.09,0.008,0.042,11.36,1.95,0.001,3.84,0.86,0.07,0.01,0.02,0
0.08,21.94,0.02,1.22,0.09,0.23,0.08,0.03,0.63,0.0,0.74,0.132,11.04,0.62,0.009,2.55,5.87,0.1,0.05,0.05,0
0.3,0.44,0.001,2.5,0.007,6.11,0.35,1.79,0.89,0.67,0.67,0.136,14.27,1.73,0.006,16.99,4.12,0.09,0.42,0.01,1
0.01,18.02,0.01,2.74,0.004,2.03,0.59,0.53,0.12,0.66,0.66,0.016,8.96,1.61,0.01,54.13,0.4,0.0,0.08,0.03,1
1.91,10.38,0.71,3.83,0.07,5.77,0.69,1.59,0.21,0.35,0.003,0.016,5.55,1.54,0.001,1.91,7.51,0.04,0.4,0.01,0
0.17,16.77,0.03,1.81,0.003,0.05,0.03,0.04,1.16,0.51,0.51,0.044,5.17,1.47,0.006,51.61,3.72,0.04,0.14,0.08,0
1.08,1.23,0.04,3.9,0.006,2.29,0.88,0.49,1.15,0.7,0.7,0.081,9.24,1.67,0.004,40.75,6.72,0.07,0.42,0.07,1
4.69,8.04,0.02,2.36,0.003,1.78,0.26,1.97,0.08,0.0,0.0,0.184,7.92,1.74,0.003,42.56,5.83,0.01,0.48,0.07,1
0.15,29.1,0.01,2.38,0.009,3.42,0.86,1.61,1.39,0.09,0.005,0.043,16.1,1.13,0.0,39.6,3.6,0.04,0.12,0.05,0
0.07,13.86,0.1,1.13,0.03,0.12,0.08,0.71,0.52,0.0,0.007,0.146,8.64,0.1,0.003,1.36,0.18,0.07,0.06,0.01,1
2.39,14.48,0.02,1.14,0.005,0.98,0.23,1.3,0.37,0.98,0.98,0.156,10.15,1.09,0.008,21.22,3.24,0.05,0.44,0.0,1
0.01,7.23,0.04,3.38,0.002,3.82,0.75,1.93,0.18,0.49,0.008,0.04,6.22,1.65,0.007,42.42,5.34,0.04,0.03,0.06,0
0.1,28.24,0.04,3.57,0.008,2.58,0.65,0.25,1.16,0.98,0.98,0.191,10.96,1.05,0.007,44.03,6.19,0.03,0.17,0.07,0
4.39,15.46,0.03,0.54,0.007,3.99,0.19,0.28,1.16,0.85,0.85,0.005,10.61,1.2,0.005,33.56,1.46,0.09,0.23,0.08,1
0.06,20.51,0.57,0.9,0.06,1.82,0.7,0.04,0.7,0.87,0.87,0.001,10.35,1.25,0.008,34.8,3.54,0.02,0.47,0.07,0
0.05,25.48,0.43,3.88,0.12,0.76,0.3,1.39,1.3,0.0,0.008,0.08,9.35,1.79,0.009,28.76,7.21,0.09,0.22,0.08,0
0.07,15.49,0.03,0.4,0.07,0.03,0.02,1.08,1.43,0.89,0.89,0.08,2.14,1.22,0.008,0.69,3.1,0.06,0.0,0.08,0
0.07,2.58,0.03,0.51,0.003,5.67,0.68,1.25,0.29,0.78,0.78,0.112,2.44,1.23,0.006,6.7,3.04,0.07,0.32,0.06,0
0.05,12.31,0.03,0.35,0.006,5.59,0.8,0.03,0.93,0.62,0.62,0.05,18.81,1.9,0.001,48.98,4.21,0.06,0.07,0.02,1
0.04,11.47,0.06,1.79,0.03,0.08,0.02,0.04,0.04,0.0,0.002,0.089,7.47,0.63,0.0,0.43,0.12,0.06,0.04,0.05,1
0.08,2.1,0.05,2.69,0.009,3.47,0.4,1.71,1.4,0.95,0.95,0.025,9.35,1.76,0.007,13.09,6.07,0.04,0.19,0.08,0
0.02,27.44,0.02,0.42,0.09,0.04,0.1,1.47,1.37,0.31,0.002,0.197,14.22,0.62,0.005,3.38,0.17,0.09,0.06,0.03,0
0.58,27.8,0.02,0.74,0.006,6.07,0.28,0.01,0.78,0.0,0.0,0.035,8.83,1.1,0.001,29.0,1.7,0.07,0.37,0.05,1
2.97,8.37,0.03,1.86,0.001,0.64,0.69,1.05,0.8,0.1,0.003,0.197,18.74,1.09,0.008,33.87,4.25,0.05,0.22,0.01,1
0.06,0.64,0.05,2.51,0.02,0.08,0.05,0.73,1.43,0.0,0.0,0.081,11.3,1.79,0.004,0.87,0.55,0.08,0.06,0.07,0
0.06,3.53,0.03,2.79,0.007,4.08,0.81,1.23,0.75,0.79,0.79,0.025,15.92,1.87,0.002,38.51,7.18,0.07,0.45,0.03,0
2.71,4.82,0.05,0.46,0.005,4.6,0.04,0.29,1.28,0.96,0.96,0.04,10.54,1.27,0.003,10.82,7.74,0.09,0.4,0.07,1
0.04,22.22,0.02,0.65,0.09,0.32,0.03,0.08,1.36,0.0,0.94,0.128,7.67,0.43,0.008,4.12,0.86,0.07,0.07,0.03,0
0.17,22.39,0.01,1.13,0.008,3.35,0.19,1.54,0.47,0.67,0.67,0.042,0.61,1.29,0.008,46.32,2.28,0.1,0.35,0.08,0
2.5,9.49,0.03,3.44,0.003,0.51,0.08,0.16,0.39,0.0,0.0,0.037,17.2,1.21,0.005,22.13,4.07,0.02,0.41,0.06,1
1.81,20.45,0.04,0.14,0.001,4.34,0.69,1.71,1.35,0.85,0.85,0.1,12.71,1.21,0.005,11.04,3.63,0.01,0.48,0.09,1
3.59,13.81,0.01,0.43,0.007,4.84,0.24,0.69,0.45,0.03,0.005,0.049,8.32,1.96,0.0,27.6,0.41,0.09,0.39,0.04,1
0.1,1.97,0.06,0.26,0.05,0.22,0.04,0.08,0.62,0.02,0.0,0.09,13.97,1.0,0.008,0.97,3.78,0.07,0.02,0.06,0
3.77,9.64,0.54,1.99,0.03,3.17,0.48,0.42,1.2,0.0,0.008,0.056,7.86,1.75,0.006,38.67,3.92,0.06,0.1,0.02,1
0.03,22.38,0.02,2.03,0.08,0.08,0.04,1.58,0.57,0.6,0.6,0.146,0.14,1.58,0.01,5.32,2.4,0.07,0.05,0.03,0
0.1,10.15,0.08,0.23,0.06,0.32,0.04,0.22,0.79,0.0,0.59,0.119,14.73,1.35,0.001,1.85,2.2,0.08,0.09,0.05,0
0.4,10.11,0.03,0.15,0.008,4.8,0.44,1.17,0.9,0.0,0.0,0.014,17.66,1.04,0.007,45.25,6.55,0.1,0.19,0.04,0
0.02,10.89,0.03,0.11,0.02,0.02,0.08,1.89,1.38,0.89,0.89,0.033,14.1,1.73,0.009,10.08,4.26,0.0,0.07,0.02,0
0.01,0.76,0.05,0.35,0.05,0.53,0.04,1.33,1.07,0.35,0.004,0.099,9.31,1.89,0.009,0.84,0.36,0.09,0.06,0.09,0
0.12,14.86,0.37,1.11,0.02,6.39,0.0,0.81,0.24,0.0,0.0,0.005,16.93,1.73,0.002,17.69,1.67,0.04,0.0,0.03,1
0.02,15.23,0.05,0.09,0.09,0.11,0.06,0.08,1.44,0.34,0.004,0.172,0.88,1.9,0.01,5.39,0.29,0.05,0.0,0.08,0
1.19,18.95,0.03,2.87,0.007,6.86,0.81,0.06,0.78,0.89,0.89,0.09,17.23,1.69,0.004,3.38,7.69,0.01,0.41,0.09,1
0.1,19.49,0.18,2.36,0.13,6.72,0.06,0.01,0.94,0.51,0.51,0.198,11.05,1.68,0.008,44.13,7.92,0.08,0.09,0.03,0
0.09,24.77,0.1,0.57,0.04,0.18,0.02,0.13,0.84,0.65,0.65,0.168,19.1,0.39,0.0,0.99,3.2,0.05,0.08,0.0,0
0.27,11.62,0.03,1.31,0.001,5.98,0.32,1.63,0.75,0.95,0.95,0.162,14.05,1.22,0.001,1.12,0.05,0.06,0.02,0.05,1
0.01,24.65,0.07,1.68,0.07,0.55,0.02,0.93,0.62,0.35,0.004,0.198,9.54,0.91,0.001,0.73,0.01,0.06,0.03,0.0,0
0.55,9.47,0.001,1.31,0.006,4.58,0.43,0.55,0.96,0.11,0.001,0.131,18.8,1.79,0.007,11.1,5.62,0.08,0.08,0.06,1
2.01,7.89,0.04,2.47,0.004,6.55,0.06,0.67,0.63,0.48,0.003,0.007,9.35,1.32,0.002,14.91,6.35,0.09,0.17,0.07,1
0.85,29.02,0.03,1.21,0.003,6.14,0.36,1.18,1.1,0.0,0.0,0.044,6.87,1.45,0.006,16.61,2.27,0.06,0.24,0.0,1
0.05,19.55,0.03,1.26,0.06,0.27,0.06,0.78,0.06,0.54,0.54,0.081,3.7,0.85,0.007,1.1,6.34,0.05,0.08,0.06,0
2.74,17.25,0.3,1.11,0.02,6.47,0.41,0.89,0.7,0.0,0.008,0.122,18.65,1.64,0.002,42.67,7.53,0.05,0.15,0.05,0
0.06,25.62,0.24,3.84,0.11,6.66,0.89,0.08,1.27,0.0,0.001,0.117,13.78,1.94,0.005,26.87,4.06,0.1,0.33,0.03,0
0.01,14.22,0.08,0.26,0.04,0.27,0.08,0.0,0.38,0.04,0.007,0.166,1.23,0.67,0.01,7.2,0.85,0.09,0.09,0.01,0
0.09,23.88,0.63,3.23,0.02,0.76,0.51,1.35,1.07,0.7,0.7,0.101,2.03,1.31,0.008,17.68,5.58,0.09,0.38,0.03,0
0.13,6.52,0.04,3.93,0.002,6.6,0.72,0.04,1.37,0.84,0.84,0.032,4.38,1.48,0.007,33.77,1.16,0.07,0.01,0.0,1
0.03,1.62,0.05,1.92,0.08,0.01,0.03,1.46,0.94,0.26,0.002,0.135,7.59,1.57,0.005,6.0,4.84,0.1,0.04,0.0,0
0.09,18.64,0.01,1.07,0.007,1.77,0.76,1.72,1.07,0.96,0.96,0.119,11.04,1.98,0.005,11.2,2.18,0.02,0.15,0.02,0
1.82,9.2,0.01,1.74,0.009,0.63,0.3,1.7,0.29,0.78,0.78,0.185,12.75,1.66,0.006,33.24,2.58,0.03,0.4,0.04,1
0.17,4.82,0.05,0.46,0.005,4.6,0.04,0.29,1.28,0.96,0.96,0.04,10.54,1.27,0.003,10.82,7.74,0.09,0.4,0.07,0
0.68,18.99,0.001,0.04,0.006,4.57,0.2,1.18,1.0,0.92,0.92,0.086,9.46,1.41,0.007,21.79,3.05,0.03,0.13,0.08,1
3.97,26.15,0.02,2.3,0.008,1.09,0.4,1.17,1.31,0.57,0.57,0.109,6.07,1.99,0.007,4.89,2.38,0.05,0.22,0.02,1
0.02,5.58,0.08,0.13,0.06,0.49,0.06,0.04,0.62,0.0,0.005,0.006,9.58,0.32,0.003,3.88,4.56,0.02,0.02,0.03,1
0.06,18.62,0.04,0.36,0.03,0.26,0.04,0.03,0.65,0.09,0.006,0.034,10.99,0.33,0.008,6.14,2.87,0.06,0.09,0.02,0
2.94,24.44,0.03,1.08,0.004,2.2,0.88,0.13,0.06,0.58,0.58,0.035,2.64,1.08,0.007,0.34,1.63,0.01,0.01,0.06,1
0.06,4.89,0.07,0.16,0.09,0.36,0.09,1.05,0.15,0.24,0.004,0.154,12.44,1.33,0.006,5.44,0.02,0.06,0.09,0.01,0
0.1,0.34,0.07,0.93,0.08,0.12,0.05,0.03,0.72,0.28,0.0,0.028,18.95,1.78,0.006,0.46,2.17,0.01,0.0,0.09,0
1.7,9.17,0.05,1.46,0.008,0.14,0.44,1.43,1.35,0.0,0.0,0.026,7.13,1.97,0.009,9.71,6.8,0.07,0.34,0.06,1
1.82,6.81,0.01,0.85,0.006,2.55,0.25,1.09,1.35,0.16,0.002,0.031,16.99,1.7,0.007,44.76,1.15,0.08,0.26,0.08,1
0.01,13.83,0.05,3.92,0.001,4.18,0.12,0.48,1.48,0.06,0.001,0.117,3.19,1.39,0.004,42.49,7.07,0.06,0.38,0.09,0
1.35,21.96,0.04,0.84,0.002,0.1,0.76,0.17,0.58,0.52,0.52,0.011,18.4,1.49,0.009,21.52,1.3,0.08,0.48,0.08,1
0.01,0.4,0.001,2.15,0.008,7.18,0.11,0.53,1.05,0.38,0.003,0.076,11.5,1.32,0.01,6.7,5.65,0.07,0.38,0.05,0
4.36,9.84,0.02,1.53,0.008,6.81,0.87,0.6,0.03,0.1,0.001,0.137,13.43,1.64,0.001,26.88,0.99,0.0,0.07,0.05,1
0.03,8.13,0.04,1.11,0.08,0.02,0.05,0.17,0.05,0.2,0.0,0.054,16.88,1.38,0.007,1.07,4.68,0.08,0.06,0.02,0
0.0,16.81,0.02,2.4,0.002,4.26,0.89,0.19,0.29,0.29,0.0,0.099,11.95,1.25,0.004,56.24,4.06,0.06,0.3,0.07,0
0.94,9.34,0.03,3.41,0.002,0.96,0.56,1.03,0.99,0.0,0.0,0.132,8.47,1.56,0.006,44.62,4.28,0.02,0.05,0.02,1
0.01,5.19,0.0,0.01,0.03,0.05,0.09,0.72,0.42,0.75,0.75,0.07,12.32,1.26,0.005,3.3,1.01,0.0,0.06,0.03,0
3.28,24.12,0.05,3.59,0.006,5.42,0.31,1.53,0.33,0.0,0.0,0.164,6.92,1.53,0.006,0.13,4.62,0.05,0.07,0.06,1
3.65,28.57,0.03,3.1,0.004,6.09,0.04,0.57,0.92,0.0,0.0,0.037,6.39,1.82,0.007,13.01,5.33,0.05,0.1,0.05,1
0.05,19.7,0.02,0.52,0.06,0.62,0.06,0.07,1.45,0.0,0.006,0.11,17.2,0.38,0.008,4.26,1.03,0.02,0.05,0.08,0
0.08,9.89,0.03,0.12,0.1,0.05,0.06,0.73,1.06,0.69,0.69,0.011,9.26,0.6,0.007,3.89,0.59,0.02,0.07,0.08,0
0.19,27.55,0.001,3.27,0.002,1.03,0.13,0.93,0.85,0.1,0.001,0.167,15.41,1.29,0.01,59.26,0.8,0.07,0.07,0.0,0
1.86,24.86,0.03,0.62,0.006,5.83,0.85,1.09,0.97,0.49,0.003,0.051,3.33,1.26,0.006,21.46,5.19,0.04,0.08,0.08,1
0.08,26.67,0.06,1.63,0.09,0.1,0.09,0.54,0.79,0.0,0.89,0.07,15.47,0.97,0.005,0.9,0.01,0.06,0.03,0.08,0
0.91,8.09,0.01,1.03,0.005,4.79,0.04,0.42,0.07,0.0,0.0,0.015,14.66,1.46,0.004,11.52,6.12,0.03,0.36,0.04,1
4.15,0.85,0.03,2.55,0.007,3.15,0.76,0.84,0.04,0.13,0.002,0.123,2.06,1.84,0.003,36.32,1.2,0.07,0.33,0.06,1
